chr	start	end	name	A1_reads	A2_reads	total_reads	allelic_score	allelic_ratio
chrX	66649317	66661402	Slitrk2	63	62	125	0.301	0.5
chrX	68667513	68678399	Fmr1os	4	1	5	0	0.8
chrX	68678540	68717963	Fmr1	110	97	207	0.694	0.53
chrX	69360330	69872054	Aff2	73	119	192	-3.256	0.38
chrX	69929259	70143588	1700111N16Rik	2	0	2	0	1
chrX	69945280	69945980	1700020N15Rik	1	0	1	0	1
chrX	70343068	70385816	Ids	2224	1770	3994	12.443	0.56
chrX	70385912	70389416	1110012L19Rik	34	19	53	1.573	0.64
chrX	70459752	70477190	BC023829	56	48	104	0.608	0.54
chrX	71050039	71156056	Mamld1	397	280	677	5.405	0.59
chrX	71210766	71315413	Mtm1	120	76	196	2.989	0.61
chrX	71364759	71419196	Mtmr1	188	169	357	0.769	0.53
chrX	71420059	71492869	Cd99l2	311	282	593	0.903	0.52
chrX	71555916	71560673	Hmgb3	17	7	24	1.495	0.71
chrX	71663666	71669257	Gpr50	0	3	3	0	0
chrX	71812752	71824706	Vma21	269	231	500	1.31	0.54
chrX	71932437	71940871	Gm1141	4	3	7	0	0.57
chrX	71962156	71972722	Prrg3	115	104	219	0.603	0.53
chrX	71991848	72010218	Cnga2	0	2	2	0	0
chrX	72256925	72274822	Gabre	2	3	5	0	0.4
chrX	72432675	72656890	Gabra3	283	232	515	1.862	0.55
chrX	72825162	72842607	Gabrq	23	22	45	0.301	0.51
chrX	72913564	72918344	Cetn2	26	18	44	0.837	0.59
chrX	72918520	72958528	Nsdhl	106	67	173	2.728	0.61
chrX	72987246	73031543	Zfp185	20	21	41	-0.301	0.49
chrX	73033980	73040260	Pnma5	2	0	2	0	1
chrX	73064786	73068191	Pnma3	75	45	120	2.406	0.62
chrX	73074342	73082526	Xlr4a	3	0	3	0	1
chrX	73086292	73097095	Xlr3a	7	0	7	0	1
chrX	73192149	73202930	Xlr3b	21	0	21	6.322	1
chrX	73214320	73222453	Xlr4b	3	0	3	0	1
chrX	73228305	73230795	F8a	17	19	36	-0.363	0.47
chrX	73234075	73243130	Xlr4c	2	0	2	0	1
chrX	73342579	73359080	Zfp275	64	51	115	0.881	0.56
chrX	73410977	73428382	Zfp92	26	19	45	0.731	0.58
chrX	73433704	73435343	Trex2	0	1	1	0	0
chrX	73437314	73459029	Haus7	18	21	39	-0.426	0.46
chrX	73483600	73495936	Bgn	59	57	116	0.334	0.51
chrX	73503022	73573275	Atp2b3	1290	1107	2397	4	0.54
chrX	73639388	73643514	Dusp9	3	1	4	0	0.75
chrX	73655991	73660111	Pnck	35	61	96	-2.286	0.36
chrX	73669000	73673049	Gm32261	36	5	41	6.407	0.88
chrX	73673132	73682502	Slc6a8	188	174	362	0.607	0.52
chrX	73686177	73717815	Bcap31	232	180	412	2.226	0.56
chrX	73716596	73738534	Abcd1	37	22	59	1.472	0.63
chrX	73756558	73772510	Plxnb3	106	81	187	1.404	0.57
chrX	73773993	73778925	Srpk3	21	19	40	0.359	0.52
chrX	73778962	73787008	Idh3g	547	460	1007	2.475	0.54
chrX	73787027	73790828	Ssr4	21	24	45	-0.417	0.47
chrX	73793356	73825033	Pdzd4	322	270	592	1.745	0.54
chrX	73853779	73880838	L1cam	394	287	681	4.628	0.58
chrX	73891797	73894428	Avpr2	0	2	2	0	0
chrX	73894351	73911346	Arhgap4	18	26	44	-0.837	0.41
chrX	73916869	73921944	Naa10	32	31	63	0.301	0.51
chrX	73922120	73930850	Renbp	12	10	22	0.381	0.55
chrX	73942791	73967135	Hcfc1	297	275	572	0.721	0.52
chrX	74013913	74023921	Irak1	154	86	240	5.171	0.64
chrX	74026591	74085690	Mecp2	480	367	847	4.235	0.57
chrX	74127465	74150756	Opn1mw	1	2	3	0	0.33
chrX	74150908	74167838	Tex28	1	0	1	0	1
chrX	74177258	74208498	Tktl1	2	0	2	0	1
chrX	74223460	74249852	Flna	332	291	623	1.264	0.53
chrX	74254671	74261563	Emd	68	50	118	1.232	0.58
chrX	74270815	74273135	Rpl10	25	8	33	2.643	0.76
chrX	74273216	74282333	Dnase1l1	11	13	24	-0.377	0.46
chrX	74281899	74295319	Taz	100	73	173	1.622	0.58
chrX	74294906	74304721	Atp6ap1	51	34	85	1.387	0.6
chrX	74305011	74311867	Gdi1	879	695	1574	5.712	0.56
chrX	74313032	74320149	Fam50a	32	21	53	1.073	0.6
chrX	74319202	74328949	Gm39520	18	15	33	0.439	0.55
chrX	74329049	74344689	Plxna3	115	111	226	0.376	0.51
chrX	74352161	74353618	Lage3	29	16	45	1.441	0.64
chrX	74365717	74368548	Ubl4a	101	93	194	0.512	0.52
chrX	74367446	74373349	Gm44504	16	13	29	0.449	0.55
chrX	74369216	74373349	Slc10a3	8	9	17	-0.301	0.47
chrX	74384718	74393274	Fam3a	92	60	152	2.234	0.61
chrX	74393290	74456792	Ikbkg	254	290	544	-1.176	0.47
chrX	74409485	74429161	G6pdx	67	70	137	-0.364	0.49
chrX	74988544	75084905	Gab3	6	12	18	-0.925	0.33
chrX	75095853	75109777	Dkc1	88	73	161	0.87	0.55
chrX	75109732	75131016	Mpp1	95	99	194	-0.382	0.49
chrX	75170343	75383525	F8	31	20	51	1.095	0.61
chrX	75382398	75397158	Fundc2	121	92	213	1.562	0.57
chrX	75404845	75416584	Cmc4	91	68	159	1.394	0.57
chrX	75410441	75416584	Mtcp1	64	52	116	0.814	0.55
chrX	75416622	75455702	Brcc3	199	130	329	4.073	0.6
chrX	75514296	75534946	Vbp1	281	204	485	3.564	0.58
chrX	75561474	75565216	Gm39522	12	10	22	0.381	0.55
chrX	75572044	75578231	Rab39b	66	69	135	-0.365	0.49
chrX	75725457	75764699	4933407K13Rik	61	30	91	3.12	0.67
chrX	75785653	75875178	Pls3	383	339	722	1.262	0.53
chrX	76582609	76602924	Cldn34d	0	1	1	0	0
chrX	77510546	77662713	Tbl1x	124	83	207	2.576	0.6
chrX	77760971	77796222	Prkx	43	45	88	-0.34	0.49
chrX	78449609	78583912	Prrg1	32	23	55	0.853	0.58
chrX	79330512	79358068	Gm8787	0	1	1	0	0
chrX	79482567	79517285	Gm7173	1	0	1	0	1
chrX	79623230	79671435	Mageb16	1	0	1	0	1
chrX	81070643	81097875	Tmem47	638	439	1077	9.14	0.59
chrX	82814663	85205050	Dmd	318	202	520	6.686	0.61
chrX	85573850	85634469	Tab3	154	122	276	1.51	0.56
chrX	85609353	85614228	Gm39523	5	3	8	0	0.62
chrX	85701936	85776819	Gk	288	221	509	2.77	0.57
chrX	85776967	85891499	5430427O19Rik	39	4	43	7.809	0.91
chrX	86191774	86195947	Nr0b1	1	2	3	0	0.33
chrX	86713267	86722630	Gm39524	0	1	1	0	0
chrX	86747241	88115623	Il1rapl1	128	116	244	0.619	0.52
chrX	92118878	92599572	Mageb18	1	0	1	0	1
chrX	92934935	93057944	Gm38657	1	0	1	0	1
chrX	93286506	93298357	Arx	39	30	69	0.775	0.57
chrX	93304765	93632219	Pola1	16	18	34	-0.364	0.47
chrX	93401284	93434706	Gm35587	0	1	1	0	0
chrX	93654862	93749951	Pcyt1b	155	145	300	0.52	0.52
chrX	93702181	93715505	LOC108168483	4	0	4	0	1
chrX	93715633	93745418	LOC105243701	12	9	21	0.479	0.57
chrX	93764615	93832095	Pdk3	114	110	224	0.376	0.51
chrX	94074630	94150645	Zfx	81	58	139	1.511	0.58
chrX	94125248	94140487	LOC108168488	2	0	2	0	1
chrX	94188708	94212651	Eif2s3x	57	41	98	1.189	0.58
chrX	94234511	94277724	Klhl15	67	55	122	0.797	0.55
chrX	94339902	94366937	Fam90a1b	9	0	9	0	1
chrX	94367010	94417093	Apoo	96	40	136	6.061	0.71
chrX	94417772	94441811	Gm36131	141	50	191	10.806	0.74
chrX	94442731	94447727	Gm14827	60	36	96	2.035	0.62
chrX	94535473	94542074	Maged1	802	584	1386	8.585	0.58
chrX	94608104	94612543	LOC102640328	1	3	4	0	0.25
chrX	94636068	94638562	Gspt2	104	88	192	0.855	0.54
chrX	94724568	94730191	Zxdb	31	18	49	1.369	0.63
chrX	94732415	94746915	Gm39526	6	7	13	-0.301	0.46
chrX	94771959	94775915	LOC102640468	8	9	17	-0.301	0.47
chrX	94791284	94798289	Zxda	23	6	29	2.936	0.79
chrX	95022506	95026682	Spin4	8	4	12	0.713	0.67
chrX	95048929	95196851	Arhgef9	978	832	1810	3.488	0.54
chrX	95420312	95444840	Amer1	30	27	57	0.403	0.53
chrX	95639186	95658509	Zc4h2	36	33	69	0.393	0.52
chrX	95711557	95932656	Zc3h12b	58	44	102	1.005	0.57
chrX	95920044	95956974	Las1l	178	197	375	-0.754	0.47
chrX	96096044	96168553	Msn	88	155	243	-4.989	0.36
chrX	96455435	96574485	Heph	11	9	20	0.385	0.55
chrX	96713467	96719388	Gpr165	16	17	33	-0.301	0.48
chrX	96966831	96991054	Gm39527	1	0	1	0	1
chrX	97072595	97082104	Pgr15l	4	3	7	0	0.57
chrX	97333836	97377218	Eda2r	0	4	4	0	0
chrX	98148756	98323218	Ar	83	80	163	0.359	0.51
chrX	98554279	98891414	Ophn1	351	243	594	5.27	0.59
chrX	98936320	98949021	Yipf6	425	354	779	2.219	0.55
chrX	99003227	99074728	Stard8	129	89	218	2.392	0.59
chrX	99136060	99149022	Efnb1	32	42	74	-0.831	0.43
chrX	99287088	99320843	Gm39528	2	0	2	0	1
chrX	99454172	99457728	Gm30798	1	1	2	0	0.5
chrX	99459000	99461280	Gm14808	1	0	1	0	1
chrX	99465733	99471268	Pja1	154	130	284	1.065	0.54
chrX	99711305	99730825	Gm41898	2	0	2	0	1
chrX	99821068	99846345	Tmem28	5	17	22	-2.073	0.23
chrX	99975605	100400760	Eda	24	16	40	0.873	0.6
chrX	100402220	100494221	Awat2	5	3	8	0	0.62
chrX	100494290	100516125	Igbp1	124	102	226	1.091	0.55
chrX	100524837	100546108	Dgat2l6	3	0	3	0	1
chrX	100605479	100618953	Arr3	18	19	37	-0.301	0.49
chrX	100622879	100625974	Pdzd11	43	57	100	-1.015	0.43
chrX	100626064	100727271	Kif4	5	5	10	-0.205	0.5
chrX	100729834	100738901	Gdpd2	21	31	52	-0.975	0.4
chrX	100767407	100818410	Dlg3	202	183	385	0.746	0.52
chrX	100838647	101059639	Tex11	1	0	1	0	1
chrX	101079203	101090452	Slc7a3	17	12	29	0.64	0.59
chrX	101089366	101222583	Snx12	470	278	748	11.96	0.63
chrX	101254258	101260873	Foxo4	52	41	93	0.824	0.56
chrX	101264384	101268255	Il2rg	1	7	8	0	0.12
chrX	101274090	101298934	Med12	117	120	237	-0.348	0.49
chrX	101299178	101321350	Nlgn3	266	190	456	3.665	0.58
chrX	101376375	101385629	Gjb1	19	15	34	0.517	0.56
chrX	101404383	101421185	Zmym3	381	308	689	2.519	0.55
chrX	101429650	101448593	Nono	182	66	248	13.305	0.73
chrX	101449108	101453541	Itgb1bp2	2	0	2	0	1
chrX	101527571	101601789	Taf1	91	85	176	0.452	0.52
chrX	101640010	101684351	Ogt	922	725	1647	6.177	0.56
chrX	101790331	101794456	LOC102634296	2	0	2	0	1
chrX	101848668	102092055	Nhsl2	322	253	575	2.645	0.56
chrX	102066541	102071378	Rgag4	83	86	169	-0.358	0.49
chrX	102119464	102127673	Pin4	10	8	18	0.39	0.56
chrX	102142819	102157091	Ercc6l	0	2	2	0	0
chrX	102184940	102189391	Rps4x	398	99	497	43.07	0.8
chrX	102247377	102252181	Cited1	3	2	5	0	0.6
chrX	102284637	102507710	Hdac8	753	129	882	107.437	0.85
chrX	102302335	102504960	Gm32262	68	47	115	1.511	0.59
chrX	102513974	102644286	Phka1	309	188	497	7.498	0.62
chrX	102903215	102934004	Dmrtc1a	18	10	28	1.034	0.64
chrX	102928371	102929107	1700018G05Rik	1	1	2	0	0.5
chrX	102932046	102934223	Gm5126	5	2	7	0	0.71
chrX	103182990	103256632	4930519F16Rik	148	142	290	0.415	0.51
chrX	103184058	103186664	Nap1l2	145	142	287	0.344	0.51
chrX	103356336	103409092	Chic1	269	181	450	4.71	0.6
chrX	103409100	103424588	Tsx	4	0	4	0	1
chrX	103431516	103484957	Tsix	4371	4082	8453	3.063	0.52
chrX	103460372	103483233	Xist	4368	4080	8448	3.048	0.52
chrX	103493557	103506425	Jpx	80	62	142	1.115	0.56
chrX	103545499	103547699	Gm9159	1	2	3	0	0.33
chrX	103560909	103623754	Ftx	837	768	1605	1.349	0.52
chrX	103632693	103697327	Gm27321	14	9	23	0.694	0.61
chrX	103697413	103821988	Slc16a2	173	123	296	2.666	0.58
chrX	103957164	103981296	Rlim	246	162	408	4.728	0.6
chrX	104076760	104201362	C77370	111	80	191	1.828	0.58
chrX	104280564	104413846	Abcb7	209	138	347	4.088	0.6
chrX	104482781	104506262	Uprt	12	20	32	-0.968	0.38
chrX	104536968	104671090	Zdhhc15	28	38	66	-0.873	0.42
chrX	104667418	104719612	Gm39530	3	3	6	0	0.5
chrX	104854951	104857267	Magee2	20	14	34	0.708	0.59
chrX	105040853	105070124	5530601H04Rik	61	69	130	-0.569	0.47
chrX	105079755	105117094	Pbdc1	230	113	343	9.895	0.67
chrX	105120377	105123961	Magee1	358	398	756	-1.108	0.47
chrX	105127957	105136223	LOC108167335	3	0	3	0	1
chrX	105146941	105152370	Gm33605	14	16	30	-0.369	0.47
chrX	105146941	105176031	LOC108167322	98	65	163	2.223	0.6
chrX	105164377	105165505	E530001F21Rik	7	3	10	0.765	0.7
chrX	105176118	105257485	Gm39531	122	84	206	2.311	0.59
chrX	105287533	105339497	LOC108168481	409	500	909	-2.852	0.45
chrX	105372993	105391754	5330434G04Rik	48	20	68	3.34	0.71
chrX	105764476	105776532	Fgf16	0	1	1	0	0
chrX	105797614	105929406	Atrx	551	434	985	3.967	0.56
chrX	105968083	106011899	Magt1	95	84	179	0.643	0.53
chrX	106015699	106022450	Cox7b	107	78	185	1.707	0.58
chrX	106027223	106128160	Atp7a	85	60	145	1.639	0.59
chrX	106143274	106160493	Tlr13	0	2	2	0	0
chrX	106187099	106203699	Pgk1	44	30	74	1.186	0.59
chrX	106206873	106221158	Taf9b	195	165	360	1.2	0.54
chrX	106576508	106603679	Cysltr1	0	6	6	0	0
chrX	106583150	106710557	Gm5127	3	5	8	0	0.38
chrX	106837081	106840643	Zcchc5	0	1	1	0	0
chrX	106920624	106933899	Lpar4	6	6	12	-0.213	0.5
chrX	107397194	107403360	Itm2a	118	154	272	-1.774	0.43
chrX	107667963	107688980	Tbx22	1	0	1	0	1
chrX	107782750	107816334	2610002M06Rik	433	315	748	5.042	0.58
chrX	107792589	107872911	Fam46d	5	6	11	-0.301	0.45
chrX	108737226	108834362	Brwd3	80	70	150	0.636	0.53
chrX	108834477	108886896	2810403D21Rik	8	6	14	0.403	0.57
chrX	109004536	109013380	Hmgn5	18	11	29	0.878	0.62
chrX	109095406	109162467	Sh3bgrl	220	216	436	0.354	0.5
chrX	109183645	109191799	Gm34464	1	0	1	0	1
chrX	109445437	109558772	Gm34521	1	0	1	0	1
chrX	110814378	110819108	Pou3f4	24	13	37	1.306	0.65
chrX	111110417	111125961	Cylc1	0	1	1	0	0
chrX	111387836	111538097	Rps6ka6	32	23	55	0.853	0.58
chrX	113040591	113185539	Chm	79	68	147	0.689	0.54
chrX	119927195	119930165	Pabpc5	2	1	3	0	0.67
chrX	120290317	120910622	Pcdh11x	54	54	108	-0.269	0.5
chrX	122394559	122397385	Nap1l3	236	193	429	1.673	0.55
chrX	123103522	123145654	Cldn34c1	1	0	1	0	1
chrX	129749664	130465834	Diaph2	85	83	168	0.329	0.51
chrX	133582859	133688993	Pcdh19	11	4	15	1.227	0.73
chrX	133851007	133865577	Tnmd	0	2	2	0	0
chrX	133908415	133932448	Srpx2	0	2	2	0	0
chrX	133936384	133981822	Sytl4	3	2	5	0	0.6
chrX	134059137	134086822	Cstf2	25	27	52	-0.352	0.48
chrX	134149044	134185505	Xkrx	2	2	4	0	0.5
chrX	134222954	134277026	Trmt2b	27	12	39	1.926	0.69
chrX	134295224	134305969	Tmem35	58	34	92	2.096	0.63
chrX	134308083	134363104	Cenpi	1	1	2	0	0.5
chrX	134404627	134456574	Drp2	253	162	415	5.336	0.61
chrX	134542333	134583624	Btk	0	1	1	0	0
chrX	134585653	134588062	Rpl36a	0	2	2	0	0
chrX	134588168	134601005	Gla	23	18	41	0.575	0.56
chrX	134601178	134607060	Hnrnph2	11	10	21	0.301	0.52
chrX	134685647	134697775	Armcx4	168	165	333	0.341	0.5
chrX	134717912	134721917	Armcx1	380	263	643	5.647	0.59
chrX	134723284	134729919	Gm39534	2	1	3	0	0.67
chrX	134748454	134756666	Armcx6	39	33	72	0.556	0.54
chrX	134756567	134761457	Armcx3	77	67	144	0.645	0.53
chrX	134804141	134809221	Armcx2	259	227	486	1.098	0.53
chrX	134971371	135009209	Zmat1	139	114	253	1.183	0.55
chrX	135022409	135060336	3632454L22Rik	61	39	100	1.754	0.61
chrX	135208685	135210687	Tceal6	628	166	794	63.543	0.79
chrX	135579554	135598777	Nxf7	1	1	2	0	0.5
chrX	135742691	135747328	Armcx5	111	105	216	0.435	0.51
chrX	135742691	135803468	Gprasp1	3216	2434	5650	24.938	0.57
chrX	135839033	135844730	Gprasp2	448	425	873	0.642	0.51
chrX	135841638	135891081	Bhlhb9	742	588	1330	4.874	0.56
chrX	135970766	135983650	Gm31214	17	5	22	2.073	0.77
chrX	135993819	135995359	Arxes2	272	249	521	0.776	0.52
chrX	136033366	136034946	Arxes1	119	91	210	1.507	0.57
chrX	136066564	136068236	Bex2	423	163	586	27.169	0.72
chrX	136072098	136085554	Nxf3	0	1	1	0	0
chrX	136104602	136115420	5730412P04Rik	2	1	3	0	0.67
chrX	136139044	136140439	Bex4	23	0	23	6.924	1
chrX	136168983	136172251	Tceal8	92	85	177	0.487	0.52
chrX	136189899	136200652	Gm41901	15	8	23	0.979	0.65
chrX	136200947	136203851	Tceal5	141	62	203	7.829	0.69
chrX	136213971	136215513	Bex1	65	32	97	3.28	0.67
chrX	136214913	136226100	Tceal7	10	9	19	0.301	0.53
chrX	136242829	136244986	Gm39535	1	0	1	0	1
chrX	136245079	136247139	Wbp5	162	130	292	1.459	0.55
chrX	136270252	136271978	Ngfrap1	2	4	6	0	0.33
chrX	136438993	136490113	Gm14991	0	1	1	0	0
chrX	136447840	136544052	Kir3dl2	0	1	1	0	0
chrX	136590843	136668377	Tceal3	971	650	1621	15.114	0.6
chrX	136703534	136708517	Gm39536	1	1	2	0	0.5
chrX	136707968	136709873	Tceal1	152	94	246	3.882	0.62
chrX	136732941	136743686	Morf4l2	72	76	148	-0.395	0.49
chrX	136742956	136803364	BC065397	72	110	182	-2.527	0.4
chrX	136756627	136783517	Glra4	23	26	49	-0.411	0.47
chrX	136822165	136838582	Plp1	11072	9435	20507	29.832	0.54
chrX	136858150	136868540	Rab9b	63	29	92	3.594	0.68
chrX	136954987	136957979	Tmsb15b2	16	53	69	-5.342	0.23
chrX	136954987	136976874	Tmsb15l	106	80	186	1.478	0.57
chrX	136974021	136976874	Tmsb15b1	77	20	97	8.639	0.79
chrX	136981115	137038302	Slc25a53	777	616	1393	5.052	0.56
chrX	136992378	136996923	Zcchc18	651	393	1044	15.186	0.62
chrX	137049593	137082503	Fam199x	95	89	184	0.448	0.52
chrX	137570753	138849077	Il1rapl2	31	29	60	0.348	0.52
chrX	138914317	139010532	Nrk	71	58	129	0.838	0.55
chrX	139210029	139238335	Mum1l1	24	19	43	0.567	0.56
chrX	139240225	139357738	Platr21	2	0	2	0	1
chrX	139563339	139673145	Rnf128	53	62	115	-0.642	0.46
chrX	139684959	139754221	Tbc1d8b	90	44	134	4.359	0.67
chrX	139800807	139811386	Cldn2	11	11	22	-0.234	0.5
chrX	139821634	139871691	Morc4	22	12	34	1.217	0.65
chrX	139889510	139998595	Rbm41	44	31	75	1.082	0.59
chrX	140006801	140062707	Nup62cl	2	1	3	0	0.67
chrX	140062878	140106797	Pih1h3b	1	1	2	0	0.5
chrX	140277678	140435467	Frmpd3	218	122	340	6.967	0.64
chrX	140333845	140387121	Gm32113	90	47	137	3.824	0.66
chrX	140456602	140476140	Prps1	234	157	391	4.237	0.6
chrX	140539527	140600522	Tsc22d3	234	224	458	0.472	0.51
chrX	140664303	140767715	Mid2	214	132	346	5.214	0.62
chrX	140776287	140796880	Eif2c5	0	2	2	0	0
chrX	140907514	140939472	Vsig1	0	1	1	0	0
chrX	140948424	140956711	Psmd10	43	48	91	-0.472	0.47
chrX	140953892	141164270	Atg4a	75	52	127	1.598	0.59
chrX	141165402	141474076	Col4a6	12	8	20	0.599	0.6
chrX	141475369	141689236	Col4a5	40	45	85	-0.478	0.47
chrX	141710997	141725217	Irs4	12	15	27	-0.455	0.44
chrX	142079288	142197276	Gucy2f	6	2	8	0	0.75
chrX	142226769	142239700	Nxt2	276	201	477	3.464	0.58
chrX	142304752	142306198	Kcne1l	10	12	22	-0.381	0.45
chrX	142317992	142390800	Acsl4	422	353	775	2.139	0.54
chrX	142680346	142843494	Tmem164	224	198	422	0.952	0.53
chrX	142853473	142966728	Ammecr1	20	16	36	0.51	0.56
chrX	143057942	143105330	Rgag1	7	11	18	-0.619	0.39
chrX	143285673	143394265	Chrdl1	67	50	117	1.159	0.57
chrX	143518370	143797796	Pak3	404	288	692	5.229	0.58
chrX	143802235	143827412	Capn6	9	1	10	1.969	0.9
chrX	143855841	143933275	Dcx	155	111	266	2.384	0.58
chrX	144153694	144166274	A730046J19Rik	2	0	2	0	1
chrX	144317965	144374450	Alg13	104	122	226	-0.889	0.46
chrX	144377326	144688180	Trpc5	95	99	194	-0.382	0.49
chrX	144455780	144477063	Trpc5os	2	0	2	0	1
chrX	144688217	145122414	Zcchc16	18	28	46	-1.036	0.39
chrX	145290358	145372308	Lhfpl1	1	6	7	0	0.14
chrX	145446423	145505533	Amot	105	130	235	-1.232	0.45
chrX	146962512	147197277	Htr2c	169	175	344	-0.405	0.49
chrX	147383477	147429192	Il13ra2	1	2	3	0	0.33
chrX	147470374	147554102	Lrch2	247	176	423	3.489	0.58
chrX	150220898	150223351	Gm5946	2	0	2	0	1
chrX	150311923	150336719	Gm15104	1	0	1	0	1
chrX	150397772	150467331	Tmem29	99	62	161	2.657	0.61
chrX	150490009	150496271	LOC108168474	3	3	6	0	0.5
chrX	150503628	150588208	Apex2	156	117	273	1.973	0.57
chrX	150547416	150570622	Alas2	25	23	48	0.354	0.52
chrX	150588257	150643878	Pfkfb1	10	15	25	-0.673	0.4
chrX	150644709	150657583	Tro	188	110	298	5.438	0.63
chrX	150806420	150814340	Maged2	193	192	385	0.301	0.5
chrX	150983132	151017322	Gnl3l	974	882	1856	1.762	0.52
chrX	151046117	151089686	Fgd1	65	61	126	0.404	0.52
chrX	151087093	151096543	Tsr2	184	152	336	1.344	0.55
chrX	151168777	151320194	Wnk3	109	114	223	-0.404	0.49
chrX	151313334	151341879	A230072E10Rik	85	81	166	0.389	0.51
chrX	151342931	151474136	Fam120c	196	136	332	3.232	0.59
chrX	151520623	151633859	Phf8	107	102	209	0.408	0.51
chrX	151800806	151935417	Huwe1	639	523	1162	3.435	0.55
chrX	152001895	152004442	Hsd17b10	65	49	114	1.098	0.57
chrX	152004579	152016995	Ribc1	44	32	76	0.986	0.58
chrX	152009634	152014306	Gm39540	8	0	8	0	1
chrX	152016427	152061973	Smc1a	149	131	280	0.81	0.53
chrX	152144182	152225237	Iqsec2	429	351	780	2.538	0.55
chrX	152233196	152279102	Kdm5c	269	204	473	2.794	0.57
chrX	152294823	152327493	Kantr	206	197	403	0.462	0.51
chrX	152336851	152342503	Tspyl2	520	438	958	2.355	0.54
chrX	152343597	152368966	Gpr173	66	62	128	0.403	0.52
chrX	152368571	152416702	3010001F23Rik	25	22	47	0.414	0.53
chrX	152506552	152514599	Gm41902	0	2	2	0	0
chrX	152537527	152564198	Cldn34a	4	0	4	0	1
chrX	152609508	152770256	Shroom2	124	135	259	-0.573	0.48
chrX	152781920	152808651	Gpr143	0	2	2	0	0
chrX	153006378	153009913	Usp51	3	2	5	0	0.6
chrX	153036165	153037563	Mageh1	155	153	308	0.321	0.5
chrX	153037628	153072915	9530051G07Rik	16	14	30	0.369	0.53
chrX	153114580	153132861	Foxr2	10	1	11	2.232	0.91
chrX	153139791	153190192	Rragb	256	187	443	3.218	0.58
chrX	153225338	153397886	Klf8	24	15	39	1.001	0.62
chrX	153498231	153501562	Ubqln2	415	419	834	-0.339	0.5
chrX	153685153	153696386	Kctd12b	47	31	78	1.353	0.6
chrX	153723553	153741296	2210013O21Rik	200	206	406	-0.396	0.49
chrX	153832000	153834243	Spin2c	12	20	32	-0.968	0.38
chrX	154339224	154343392	4930524N10Rik	1	0	1	0	1
chrX	155213125	155216449	Sat1	73	39	112	3.072	0.65
chrX	155262442	155297654	Acot9	51	54	105	-0.374	0.49
chrX	155323917	155340749	Prdx4	58	45	103	0.926	0.56
chrX	155355286	155392524	Gm39545	13	0	13	3.913	1
chrX	155569735	155624178	Ptchd1	121	90	211	1.714	0.57
chrX	155624845	156062072	LOC102639025	16	3	19	2.655	0.84
chrX	157162074	157415286	Phex	9	8	17	0.301	0.53
chrX	157443851	157492046	Sms	628	521	1149	3.057	0.55
chrX	157540803	157541750	Gm6568	4	1	5	0	0.8
chrX	157547821	157598715	Mbtps2	102	81	183	1.158	0.56
chrX	157566118	157568985	Yy2	6	2	8	0	0.75
chrX	157698972	157752591	Smpx	10	3	13	1.336	0.77
chrX	157818434	157821060	Klhl34	100	56	156	3.574	0.64
chrX	157821572	158043353	Cnksr2	569	423	992	5.699	0.57
chrX	159255695	159368244	Rps6ka3	196	155	351	1.788	0.56
chrX	159372194	159385699	Eif1ax	166	128	294	1.813	0.56
chrX	159414523	159498958	Map7d2	855	563	1418	14.354	0.6
chrX	159507548	159516568	Gm39546	1	1	2	0	0.5
chrX	159532639	159593081	A830080D01Rik	71	89	160	-1.049	0.44
chrX	159627027	159975920	Sh3kbp1	142	111	253	1.53	0.56
chrX	159988432	160123351	Map3k15	423	336	759	3.051	0.56
chrX	160122218	160138430	Pdha1	728	466	1194	13.774	0.61
chrX	160134584	160138247	Gm39547	2	0	2	0	1
chrX	160390648	160498076	Adgrg2	7	11	18	-0.619	0.39
chrX	160488702	160499818	Gm15241	1	4	5	0	0.2
chrX	160502154	160598879	Phka2	248	109	357	13.161	0.69
chrX	160622418	160751290	Ppef1	5	1	6	0	0.83
chrX	160768012	160799663	Rs1	13	3	16	1.973	0.81
chrX	160784307	160994681	Cdkl5	531	434	965	3.004	0.55
chrX	161082628	161258218	Scml2	5	10	15	-0.821	0.33
chrX	161297855	161334722	LOC108168453	0	1	1	0	0
chrX	161357880	161364590	Gm36049	2	0	2	0	1
chrX	161717035	161779494	Rai2	32	23	55	0.853	0.58
chrX	161833289	162159441	Nhs	58	27	85	3.294	0.68
chrX	162411951	162643705	Reps2	1309	1008	2317	9.663	0.56
chrX	162735079	162736722	Gm15201	2	0	2	0	1
chrX	162760371	162779090	Rbbp7	44	30	74	1.186	0.59
chrX	162778916	162829454	Txlng	106	78	184	1.636	0.58
chrX	162856842	162888462	Syap1	169	111	280	3.5	0.6
chrX	162901242	163034541	Ctps2	445	277	722	9.667	0.62
chrX	162961991	162964599	S100g	3	1	4	0	0.75
chrX	163513903	163549736	Grpr	5	1	6	0	0.83
chrX	163760138	163761332	Rnf138rt1	2	1	3	0	0.67
chrX	163908705	163933666	Ap1s2	171	183	354	-0.554	0.48
chrX	163935442	163958702	Zrsr2	291	250	541	1.37	0.54
chrX	163975331	163983833	Gm38561	34	11	45	3.385	0.76
chrX	163976821	164028010	Car5b	35	22	57	1.255	0.61
chrX	164070702	164076493	Siah1b	5	5	10	-0.205	0.5
